id,faculty_name,lecture_name,register,passed
20747,医学研究科(人間健康科学系専攻,医療機器開発学演習,"{NULL,1,2,1,3}","{NULL,1,2,1,3}"
20748,医学研究科(人間健康科学系専攻,医療機器開発学特論,"{NULL,7,11,9,8}","{NULL,7,10,9,8}"
20749,医学研究科(人間健康科学系専攻,医療情報システム学演習,"{NULL,4,5,4,5}","{NULL,4,5,4,5}"
20750,医学研究科(人間健康科学系専攻,医療情報システム学特論,"{NULL,7,12,16,13}","{NULL,7,10,16,13}"
20751,医学研究科(人間健康科学系専攻,医療診断機器学演習,"{NULL,2,1,2,NULL}","{NULL,2,1,2,NULL}"
20752,医学研究科(人間健康科学系専攻,医療診断機器学特別研究,"{NULL,1,NULL,1,NULL}","{NULL,0,NULL,1,NULL}"
20753,医学研究科(人間健康科学系専攻,医療診断機器学特論,"{NULL,7,12,9,8}","{NULL,7,11,9,8}"
20754,医学研究科(人間健康科学系専攻,運動機能解析学特論,"{NULL,17,15,9,11}","{NULL,16,15,9,11}"
20755,医学研究科(人間健康科学系専攻,運動機能開発学特論,"{NULL,15,20,11,16}","{NULL,14,20,11,16}"
20756,医学研究科(人間健康科学系専攻,家族と社会,"{NULL,9,6,10,10}","{NULL,9,6,10,10}"
20757,医学研究科(人間健康科学系専攻,看護科学特別研究,"{NULL,11,10,7,9}","{NULL,11,10,7,8}"
20758,医学研究科(人間健康科学系専攻,緩和ケア・老年看護学セミナー,"{NULL,1,NULL,1,1}","{NULL,1,NULL,1,1}"
20759,医学研究科(人間健康科学系専攻,緩和ケア・老年看護学特別研究,"{NULL,5,5,3,1}","{NULL,1,1,0,0}"
20760,医学研究科(人間健康科学系専攻,基礎検査展開学演習,"{NULL,6,6,6,7}","{NULL,6,6,6,7}"
20761,医学研究科(人間健康科学系専攻,基礎検査展開学特講,"{NULL,1,NULL,1,NULL}","{NULL,1,NULL,1,NULL}"
20762,医学研究科(人間健康科学系専攻,基礎検査展開学特講演習,"{NULL,1,NULL,1,NULL}","{NULL,1,NULL,1,NULL}"
20763,医学研究科(人間健康科学系専攻,基礎検査展開学特別研究,"{NULL,1,NULL,1,NULL}","{NULL,0,NULL,0,NULL}"
20764,医学研究科(人間健康科学系専攻,基礎検査展開学特論,"{NULL,24,24,23,26}","{NULL,24,23,23,26}"
20765,医学研究科(人間健康科学系専攻,共通課題ゼミ,"{NULL,66,66,60,64}","{NULL,66,65,59,64}"
20766,医学研究科(人間健康科学系専攻,検査応用開発学演習,"{NULL,8,7,6,8}","{NULL,8,7,6,8}"
20767,医学研究科(人間健康科学系専攻,検査応用開発学特講演習,"{NULL,1,3,1,1}","{NULL,1,3,1,1}"
20768,医学研究科(人間健康科学系専攻,検査応用開発学特別研究,"{NULL,4,1,1,1}","{NULL,4,1,0,1}"
20769,医学研究科(人間健康科学系専攻,検査応用開発学特論,"{NULL,17,21,21,27}","{NULL,17,21,21,27}"
20770,医学研究科(人間健康科学系専攻,検査技術科学特別研究,"{NULL,29,22,28,20}","{NULL,26,22,28,20}"
20771,医学研究科(人間健康科学系専攻,在宅医療看護学特講,"{NULL,3,3,2,NULL}","{NULL,3,3,2,NULL}"
20772,医学研究科(人間健康科学系専攻,在宅医療看護学特講演習,"{NULL,2,NULL,NULL,1}","{NULL,2,NULL,NULL,1}"
20773,医学研究科(人間健康科学系専攻,在宅医療看護学特別研究,"{NULL,2,NULL,2,1}","{NULL,2,NULL,2,1}"
20774,医学研究科(人間健康科学系専攻,在宅医療看護学特論,"{NULL,3,1,3,2}","{NULL,3,1,3,2}"
20775,医学研究科(人間健康科学系専攻,作業療法学特論,"{NULL,7,18,17,19}","{NULL,7,18,17,19}"
20776,医学研究科(人間健康科学系専攻,助産学演習I,"{NULL,9,6,10,10}","{NULL,9,6,10,10}"
20777,医学研究科(人間健康科学系専攻,助産学演習II,"{NULL,9,6,10,10}","{NULL,9,6,10,10}"
20778,医学研究科(人間健康科学系専攻,助産学実習I,"{NULL,10,15,11,10}","{NULL,10,5,9,9}"
20779,医学研究科(人間健康科学系専攻,助産学実習II,"{NULL,9,6,10,10}","{NULL,9,6,9,10}"
20780,医学研究科(人間健康科学系専攻,女性生涯看護学特講演習,"{NULL,1,NULL,NULL,1}","{NULL,1,NULL,NULL,1}"
20781,医学研究科(人間健康科学系専攻,女性生涯看護学特別研究,"{NULL,1,NULL,1,1}","{NULL,1,NULL,1,0}"
20782,医学研究科(人間健康科学系専攻,人間健康科学特論,"{NULL,66,66,63,64}","{NULL,66,65,62,61}"
20783,医学研究科(人間健康科学系専攻,成育看護学演習,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20784,医学研究科(人間健康科学系専攻,成育看護学特講演習,"{NULL,1,NULL,1,NULL}","{NULL,1,NULL,1,NULL}"
20785,医学研究科(人間健康科学系専攻,成育看護学特別研究,"{NULL,1,1,1,2}","{NULL,0,0,1,1}"
20786,医学研究科(人間健康科学系専攻,成育看護学特論,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20787,医学研究科(人間健康科学系専攻,生活環境看護学セミナー,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20788,医学研究科(人間健康科学系専攻,生活習慣病看護学演習Ⅰ,"{NULL,5,4,3,1}","{NULL,5,4,3,1}"
20789,医学研究科(人間健康科学系専攻,生活習慣病看護学特論Ⅰ,"{NULL,6,4,3,1}","{NULL,6,4,3,1}"
20790,医学研究科(人間健康科学系専攻,精神看護学特講演習,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20791,医学研究科(人間健康科学系専攻,先進医療機器開発学特講,"{NULL,1,NULL,2,1}","{NULL,1,NULL,2,1}"
20792,医学研究科(人間健康科学系専攻,先進医療機器開発学特別研究,"{NULL,1,2,1,1}","{NULL,1,2,0,0}"
20793,医学研究科(人間健康科学系専攻,母性看護・助産学演習,"{NULL,1,NULL,NULL,1}","{NULL,1,NULL,NULL,1}"
20794,医学研究科(人間健康科学系専攻,母性看護・助産学特講,"{NULL,1,NULL,1,NULL}","{NULL,1,NULL,1,NULL}"
20795,医学研究科(人間健康科学系専攻,母性看護・助産学特別研究,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20796,医学研究科(人間健康科学系専攻,母性看護・助産学特論,"{NULL,2,NULL,NULL,NULL}","{NULL,2,NULL,NULL,NULL}"
20797,医学研究科(人間健康科学系専攻,慢性看護学演習,"{NULL,1,1,1,NULL}","{NULL,1,1,1,NULL}"
20798,医学研究科(人間健康科学系専攻,慢性看護学実習I,"{NULL,1,1,1,NULL}","{NULL,1,1,1,NULL}"
20799,医学研究科(人間健康科学系専攻,慢性看護学特論IV,"{NULL,1,1,1,NULL}","{NULL,1,1,1,NULL}"
20800,医学研究科(人間健康科学系専攻,慢性看護学特論V,"{NULL,1,1,1,NULL}","{NULL,1,1,1,NULL}"
20801,医学研究科(人間健康科学系専攻,慢性看護学特論VI,"{NULL,1,1,1,NULL}","{NULL,1,1,1,NULL}"
20802,医学研究科(人間健康科学系専攻,臨床画像診断学,"{NULL,6,7,8,6}","{NULL,6,7,8,5}"
20803,医学研究科(人間健康科学系専攻,臨床検査展開学演習,"{NULL,2,5,2,4}","{NULL,2,5,2,4}"
20804,医学研究科(人間健康科学系専攻,臨床検査展開学特講,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20805,医学研究科(人間健康科学系専攻,臨床検査展開学特論,"{NULL,2,5,2,4}","{NULL,2,5,2,4}"
20806,薬学研究科,基盤医療薬科学特論I,"{NULL,51,NULL,62,NULL}","{NULL,48,NULL,50,NULL}"
20807,薬学研究科,基盤医療薬剤学演習,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20808,薬学研究科,基盤医療薬剤学実験,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20809,薬学研究科,基盤医療薬剤学実習,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20810,薬学研究科,基盤生体機能薬学演習,"{NULL,3,3,4,2}","{NULL,3,3,4,2}"
20811,薬学研究科,基盤生体機能薬学実験,"{NULL,3,3,4,2}","{NULL,3,3,4,2}"
20812,薬学研究科,基盤生体機能薬学実習,"{NULL,3,5,7,4}","{NULL,3,5,6,4}"
20813,薬学研究科,基盤生物化学特論II,"{NULL,62,NULL,79,NULL}","{NULL,59,NULL,74,NULL}"
20814,薬学研究科,基盤物理化学特論I,"{NULL,48,NULL,53,NULL}","{NULL,43,NULL,45,NULL}"
20815,薬学研究科,基盤有機化学特論II,"{NULL,32,NULL,29,NULL}","{NULL,30,NULL,25,NULL}"
20816,薬学研究科,生命科学技術,"{NULL,1,NULL,NULL,3}","{NULL,1,NULL,NULL,3}"
20817,薬学研究科,創薬リード探索技術,"{NULL,17,NULL,18,NULL}","{NULL,14,NULL,17,NULL}"
20818,薬学研究科,創薬リード探索理論,"{NULL,12,NULL,18,NULL}","{NULL,12,NULL,17,NULL}"
20819,薬学研究科,臨床薬学実習Ⅱ,"{NULL,1,1,2,1}","{NULL,1,1,2,1}"
20820,薬学研究科,臨床薬学特論,"{NULL,4,NULL,7,NULL}","{NULL,3,NULL,6,NULL}"
20821,工学研究科,Advanced Topics in Transport Phenomena,"{NULL,47,NULL,47,NULL}","{NULL,47,NULL,47,NULL}"
20822,工学研究科,JGPセミナーIX,"{NULL,3,NULL,NULL,NULL}","{NULL,3,NULL,NULL,NULL}"
20823,工学研究科,Mathematics and Numerical Computing,"{NULL,14,NULL,5,NULL}","{NULL,10,NULL,4,NULL}"
20824,工学研究科,インターンシップⅡ(建築),"{NULL,1,1,7,2}","{NULL,0,1,6,1}"
20825,工学研究科,インターンシップDS(機械工学群),"{NULL,2,1,2,1}","{NULL,2,0,1,0}"
20826,工学研究科,インターンシップM(機械工学群),"{NULL,2,2,1,6}","{NULL,2,2,1,5}"
20827,工学研究科,エネルギー変換反応論,"{NULL,38,NULL,48,NULL}","{NULL,29,NULL,31,NULL}"
20828,工学研究科,ディメンジョンの制御とナノ・マイクロ化学,"{NULL,14,NULL,10,NULL}","{NULL,9,NULL,7,NULL}"
20829,工学研究科,デザイン学コミュニケーションストラテジー,"{NULL,2,NULL,NULL,NULL}","{NULL,2,NULL,NULL,NULL}"
20830,工学研究科,フィールド分析法,"{NULL,2,NULL,2,NULL}","{NULL,1,NULL,1,NULL}"
20831,工学研究科,プロセスシステム論,"{NULL,43,NULL,45,NULL}","{NULL,36,NULL,38,NULL}"
20832,工学研究科,リサーチインターンシップL(デザイン学),"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20833,工学研究科,医学物理学,"{NULL,5,NULL,5,NULL}","{NULL,5,NULL,5,NULL}"
20834,工学研究科,医工学基礎,"{NULL,27,38,35,27}","{NULL,23,33,27,22}"
20835,工学研究科,沿岸・都市防災工学,"{NULL,52,NULL,41,NULL}","{NULL,49,NULL,38,NULL}"
20836,工学研究科,応用固体化学,"{NULL,43,NULL,NULL,NULL}","{NULL,42,NULL,NULL,NULL}"
20837,工学研究科,応用力学特別演習A,"{NULL,1,3,1,NULL}","{NULL,1,3,1,NULL}"
20838,工学研究科,化学工学特別セミナー4,"{NULL,10,NULL,3,NULL}","{NULL,10,NULL,3,NULL}"
20839,工学研究科,化学工学特別セミナー5,"{NULL,3,NULL,2,NULL}","{NULL,2,NULL,2,NULL}"
20840,工学研究科,化学工学特論第二,"{NULL,13,NULL,41,NULL}","{NULL,11,NULL,33,NULL}"
20841,工学研究科,可視化シミュレーション学,"{NULL,6,15,5,10}","{NULL,5,9,3,8}"
20842,工学研究科,開水路の水理学,"{NULL,37,NULL,34,NULL}","{NULL,33,NULL,28,NULL}"
20843,工学研究科,環境工学実践セミナー,"{NULL,1,3,6,NULL}","{NULL,0,1,0,NULL}"
20844,工学研究科,機械理工学特別演習B,"{NULL,8,5,6,3}","{NULL,8,4,5,3}"
20845,工学研究科,機能性錯体化学,"{NULL,42,NULL,41,NULL}","{NULL,34,NULL,35,NULL}"
20846,工学研究科,気体力学セミナー,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20847,工学研究科,金属結晶学,"{NULL,21,23,25,15}","{NULL,19,23,21,14}"
20848,工学研究科,研究・事業開発マネジメント,"{NULL,2,NULL,NULL,1}","{NULL,0,NULL,NULL,1}"
20849,工学研究科,研究インターンシップD,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20850,工学研究科,構造工学実験法,"{NULL,1,NULL,1,1}","{NULL,0,NULL,1,0}"
20851,工学研究科,航空宇宙流体力学セミナー,"{NULL,3,NULL,NULL,NULL}","{NULL,3,NULL,NULL,NULL}"
20852,工学研究科,高分子科学セミナー,"{NULL,51,NULL,NULL,NULL}","{NULL,36,NULL,NULL,NULL}"
20853,工学研究科,高分子機能物性,"{NULL,37,NULL,73,NULL}","{NULL,34,NULL,47,NULL}"
20854,工学研究科,高分子材料物性特論,"{NULL,1,4,3,2}","{NULL,1,3,3,2}"
20855,工学研究科,高分子生成論特論,"{NULL,1,1,5,NULL}","{NULL,1,1,2,NULL}"
20856,工学研究科,合成・生物化学特論B,"{NULL,42,NULL,57,NULL}","{NULL,29,NULL,30,NULL}"
20857,工学研究科,合成・生物化学特論D,"{NULL,61,NULL,78,NULL}","{NULL,53,NULL,34,NULL}"
20858,工学研究科,合成・生物化学特論F,"{NULL,49,NULL,57,NULL}","{NULL,37,NULL,24,NULL}"
20859,工学研究科,災害リスク管理学各論1,"{NULL,1,NULL,2,NULL}","{NULL,1,NULL,2,NULL}"
20860,工学研究科,材料化学特論第一,"{NULL,65,NULL,76,NULL}","{NULL,57,NULL,61,NULL}"
20861,工学研究科,材料化学特論第二,"{NULL,30,NULL,66,NULL}","{NULL,17,NULL,32,NULL}"
20862,工学研究科,材料解析化学,"{NULL,95,NULL,71,NULL}","{NULL,94,NULL,66,NULL}"
20863,工学研究科,資源変換化学,"{NULL,38,NULL,48,NULL}","{NULL,30,NULL,41,NULL}"
20864,工学研究科,実践的科学英語演習Ⅱ,"{NULL,6,7,6,10}","{NULL,6,5,6,7}"
20865,工学研究科,集積化学システム,"{NULL,3,NULL,2,NULL}","{NULL,3,NULL,1,NULL}"
20866,工学研究科,集積合成化学,"{NULL,18,NULL,4,NULL}","{NULL,13,NULL,0,NULL}"
20867,工学研究科,心理システムデザイン演習Ⅰ,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20868,工学研究科,心理デザインデータ解析演習,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20869,工学研究科,水文学,"{NULL,12,NULL,20,NULL}","{NULL,7,NULL,18,NULL}"
20870,工学研究科,生体分子機能化学,"{NULL,30,NULL,29,NULL}","{NULL,25,NULL,17,NULL}"
20871,工学研究科,生物有機化学,"{NULL,44,NULL,34,NULL}","{NULL,28,NULL,29,NULL}"
20872,工学研究科,精密合成化学,"{NULL,24,NULL,27,NULL}","{NULL,13,NULL,19,NULL}"
20873,工学研究科,先端医工学,"{NULL,16,NULL,26,NULL}","{NULL,10,NULL,23,NULL}"
20874,工学研究科,先端機械システム学通論,"{NULL,6,NULL,9,NULL}","{NULL,5,NULL,8,NULL}"
20875,工学研究科,先端電気電子工学通論,"{NULL,2,NULL,1,NULL}","{NULL,2,NULL,1,NULL}"
20876,工学研究科,先端二次電池,"{NULL,14,NULL,14,NULL}","{NULL,7,NULL,13,NULL}"
20877,工学研究科,総合医療工学分野特別セミナーA,"{NULL,1,1,1,1}","{NULL,1,1,1,1}"
20878,工学研究科,総合医療工学分野特別セミナーB,"{NULL,1,1,1,1}","{NULL,1,1,1,1}"
20879,工学研究科,探査工学特論,"{NULL,3,NULL,5,NULL}","{NULL,2,NULL,5,NULL}"
20880,工学研究科,中性子物理工学,"{NULL,42,38,29,13}","{NULL,35,35,29,13}"
20881,工学研究科,電離気体工学セミナー,"{NULL,2,NULL,NULL,1}","{NULL,2,NULL,NULL,1}"
20882,工学研究科,反応工学特論,"{NULL,43,NULL,46,NULL}","{NULL,42,NULL,40,NULL}"
20883,工学研究科,非線形プラズマ工学,"{NULL,1,NULL,1,1}","{NULL,1,NULL,1,1}"
20884,工学研究科,物質エネルギー化学特論第三,"{NULL,59,NULL,49,NULL}","{NULL,55,NULL,47,NULL}"
20885,工学研究科,物質エネルギー化学特論第四,"{NULL,60,NULL,49,NULL}","{NULL,57,NULL,47,NULL}"
20886,工学研究科,物性物理化学,"{NULL,21,NULL,19,NULL}","{NULL,16,NULL,13,NULL}"
20887,工学研究科,分子光化学,"{NULL,25,NULL,42,NULL}","{NULL,14,NULL,21,NULL}"
20888,工学研究科,分子光化学続論,"{NULL,29,NULL,25,NULL}","{NULL,15,NULL,5,NULL}"
20889,工学研究科,分子工学特論第二A,"{NULL,73,NULL,62,NULL}","{NULL,63,NULL,48,NULL}"
20890,工学研究科,分子工学特論第二B,"{NULL,44,NULL,55,NULL}","{NULL,31,NULL,29,NULL}"
20891,工学研究科,分子工学特論第六,"{NULL,36,NULL,61,67}","{NULL,16,NULL,20,49}"
20892,工学研究科,分子生物化学,"{NULL,55,NULL,49,NULL}","{NULL,38,NULL,44,NULL}"
20893,工学研究科,有機機能化学,"{NULL,43,NULL,NULL,NULL}","{NULL,35,NULL,NULL,NULL}"
20894,工学研究科,有機金属化学1,"{NULL,94,NULL,113,NULL}","{NULL,75,NULL,52,NULL}"
20895,工学研究科,有機材料合成化学,"{NULL,16,NULL,27,NULL}","{NULL,12,NULL,23,NULL}"
20896,工学研究科,有機錯体化学,"{NULL,47,NULL,46,NULL}","{NULL,44,NULL,42,NULL}"
20897,工学研究科,融合光・電子科学通論,"{NULL,1,NULL,NULL,1}","{NULL,1,NULL,NULL,1}"
20898,工学研究科,流域環境防災学,"{NULL,65,NULL,71,NULL}","{NULL,62,NULL,68,NULL}"
20899,工学研究科,量子ビーム科学特論,"{NULL,1,NULL,2,1}","{NULL,0,NULL,2,1}"
20900,工学研究科,量子化学II,"{NULL,45,NULL,53,NULL}","{NULL,37,NULL,48,NULL}"
20901,工学研究科,量子科学,"{NULL,6,2,2,9}","{NULL,5,0,1,3}"
20902,工学研究科,量子制御工学,"{NULL,17,NULL,22,NULL}","{NULL,16,NULL,20,NULL}"
20903,農学研究科,タンパク質工学特論,"{NULL,64,NULL,65,NULL}","{NULL,64,NULL,49,NULL}"
20904,農学研究科,バイオマス植物学,"{NULL,51,NULL,23,NULL}","{NULL,50,NULL,21,NULL}"
20905,農学研究科,フィールドオートメーション論,"{NULL,25,NULL,27,NULL}","{NULL,22,NULL,26,NULL}"
20906,農学研究科,栄養生理学特論 II,"{NULL,53,NULL,47,NULL}","{NULL,45,NULL,34,NULL}"
20907,農学研究科,園芸生産環境調節論,"{NULL,17,NULL,18,NULL}","{NULL,14,NULL,17,NULL}"
20908,農学研究科,応用生物科学特別講義 VII,"{NULL,53,58,51,55}","{NULL,29,35,22,23}"
20909,農学研究科,果樹生理学特論,"{NULL,30,NULL,21,NULL}","{NULL,27,NULL,20,NULL}"
20910,農学研究科,海洋資源生物学特論,"{NULL,11,NULL,NULL,6}","{NULL,10,NULL,NULL,4}"
20911,農学研究科,海洋生態学特論,"{NULL,57,NULL,52,NULL}","{NULL,49,NULL,45,NULL}"
20912,農学研究科,海洋生物環境学特論 II,"{NULL,8,NULL,17,NULL}","{NULL,7,NULL,14,NULL}"
20913,農学研究科,海洋微生物生理学特論,"{NULL,6,NULL,5,NULL}","{NULL,5,NULL,4,NULL}"
20914,農学研究科,群集生態学特論,"{NULL,18,NULL,20,NULL}","{NULL,15,NULL,15,NULL}"
20915,農学研究科,健康科学特論,"{NULL,51,NULL,45,NULL}","{NULL,48,NULL,41,NULL}"
20916,農学研究科,合成生物学特論,"{NULL,62,NULL,42,NULL}","{NULL,62,NULL,36,NULL}"
20917,農学研究科,国際農村発展論2A,"{NULL,2,1,1,NULL}","{NULL,2,1,1,NULL}"
20918,農学研究科,昆虫生態学専攻演習1,"{NULL,6,2,4,5}","{NULL,6,2,3,5}"
20919,農学研究科,昆虫生態学専攻実験1,"{NULL,6,2,4,5}","{NULL,6,2,3,5}"
20920,農学研究科,昆虫生理学専攻演習2,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20921,農学研究科,昆虫生理学専攻実験2,"{NULL,1,NULL,NULL,2}","{NULL,1,NULL,NULL,2}"
20922,農学研究科,昆虫生理学特論,"{NULL,30,NULL,34,NULL}","{NULL,13,NULL,12,NULL}"
20923,農学研究科,栽培システム学演習1,"{NULL,3,2,1,NULL}","{NULL,3,2,1,NULL}"
20924,農学研究科,栽培システム学専攻実験1,"{NULL,3,2,1,NULL}","{NULL,3,2,1,NULL}"
20925,農学研究科,栽培植物進化ゲノム学,"{NULL,43,NULL,31,NULL}","{NULL,35,NULL,14,NULL}"
20926,農学研究科,作物生産生態論,"{NULL,41,NULL,26,NULL}","{NULL,34,NULL,22,NULL}"
20927,農学研究科,雑草生態学特論,"{NULL,35,NULL,NULL,NULL}","{NULL,31,NULL,NULL,NULL}"
20928,農学研究科,山地保全学特論,"{NULL,9,NULL,8,NULL}","{NULL,8,NULL,7,NULL}"
20929,農学研究科,循環材料創成学演習1,"{NULL,3,NULL,NULL,2}","{NULL,3,NULL,NULL,2}"
20930,農学研究科,循環材料創成学専攻実験1,"{NULL,3,NULL,NULL,2}","{NULL,3,NULL,NULL,2}"
20931,農学研究科,植物遺伝学専攻演習1,"{NULL,2,NULL,NULL,2}","{NULL,2,NULL,NULL,2}"
20932,農学研究科,植物遺伝学専攻実験1,"{NULL,2,NULL,NULL,2}","{NULL,2,NULL,NULL,2}"
20933,農学研究科,植物生産技術論,"{NULL,11,NULL,1,NULL}","{NULL,10,NULL,1,NULL}"
20934,農学研究科,植物病理学特論 I,"{NULL,12,NULL,8,NULL}","{NULL,12,NULL,8,NULL}"
20935,農学研究科,食品生物科学特論 III,"{NULL,65,NULL,NULL,59}","{NULL,60,NULL,NULL,50}"
20936,農学研究科,食品分子機能学専攻演習1,"{NULL,3,3,6,4}","{NULL,3,3,6,4}"
20937,農学研究科,食品分子機能学専攻演習2,"{NULL,3,6,4,4}","{NULL,3,6,4,4}"
20938,農学研究科,食品分子機能学専攻実験1,"{NULL,3,3,6,4}","{NULL,3,3,6,4}"
20939,農学研究科,食品分子機能学専攻実験2,"{NULL,3,6,4,4}","{NULL,3,6,4,4}"
20940,農学研究科,森林・人間関係学特論3,"{NULL,12,NULL,16,NULL}","{NULL,6,NULL,15,NULL}"
20941,農学研究科,森林・人間関係学特論4,"{NULL,12,NULL,6,NULL}","{NULL,9,NULL,3,NULL}"
20942,農学研究科,森林育成学専攻演習2,"{NULL,4,4,1,2}","{NULL,4,4,1,2}"
20943,農学研究科,森林育成学専攻実験2,"{NULL,4,3,1,2}","{NULL,4,3,1,2}"
20944,農学研究科,森林育成学特論 I,"{NULL,12,NULL,21,NULL}","{NULL,8,NULL,19,NULL}"
20945,農学研究科,森林科学特別講義 IX,"{NULL,24,NULL,NULL,NULL}","{NULL,21,NULL,NULL,NULL}"
20946,農学研究科,森林科学特別講義 VIII,"{NULL,15,NULL,22,27}","{NULL,10,NULL,16,11}"
20947,農学研究科,森林科学特別講義 X,"{NULL,12,NULL,NULL,NULL}","{NULL,9,NULL,NULL,NULL}"
20948,農学研究科,森林科学特別講義 XI,"{NULL,20,NULL,NULL,NULL}","{NULL,13,NULL,NULL,NULL}"
20949,農学研究科,森林科学特別講義 XII,"{NULL,24,NULL,NULL,NULL}","{NULL,18,NULL,NULL,NULL}"
20950,農学研究科,森林科学特別講義 XIII,"{NULL,23,NULL,NULL,NULL}","{NULL,16,NULL,NULL,NULL}"
20951,農学研究科,森林科学特別講義 XIV,"{NULL,26,NULL,NULL,NULL}","{NULL,19,NULL,NULL,NULL}"
20952,農学研究科,森林情報学特論 I,"{NULL,6,NULL,11,NULL}","{NULL,5,NULL,6,NULL}"
20953,農学研究科,森林利用学専攻演習2,"{NULL,2,1,3,3}","{NULL,2,1,3,2}"
20954,農学研究科,森林利用学専攻実験2,"{NULL,2,1,3,3}","{NULL,2,1,3,2}"
20955,農学研究科,水環境工学,"{NULL,11,NULL,24,NULL}","{NULL,10,NULL,24,NULL}"
20956,農学研究科,水圏環境微生物学特論,"{NULL,5,NULL,7,NULL}","{NULL,4,NULL,6,NULL}"
20957,農学研究科,水資源利用工学,"{NULL,15,NULL,10,NULL}","{NULL,10,NULL,10,NULL}"
20958,農学研究科,生殖生物学特論,"{NULL,7,NULL,NULL,7}","{NULL,7,NULL,NULL,4}"
20959,農学研究科,生態制御学特論,"{NULL,11,NULL,17,NULL}","{NULL,10,NULL,13,NULL}"
20960,農学研究科,生物環境物理学特論,"{NULL,20,NULL,24,NULL}","{NULL,18,NULL,14,NULL}"
20961,農学研究科,生物工学特論,"{NULL,45,NULL,NULL,NULL}","{NULL,41,NULL,NULL,NULL}"
20962,農学研究科,生物材料設計学特論3,"{NULL,12,NULL,11,NULL}","{NULL,9,NULL,8,NULL}"
20963,農学研究科,生物材料設計学特論4,"{NULL,10,NULL,5,NULL}","{NULL,6,NULL,5,NULL}"
20964,農学研究科,生物資源経済学特別講義 IIIB,"{NULL,9,NULL,NULL,5}","{NULL,7,NULL,NULL,2}"
20965,農学研究科,生物地球化学,"{NULL,34,NULL,28,NULL}","{NULL,30,NULL,20,NULL}"
20966,農学研究科,設計支援科学,"{NULL,10,NULL,7,NULL}","{NULL,10,NULL,7,NULL}"
20967,農学研究科,地域環境科学特別講義 IV,"{NULL,18,NULL,10,NULL}","{NULL,13,NULL,6,NULL}"
20968,農学研究科,地域環境科学特別講義 VII,"{NULL,13,6,15,14}","{NULL,10,2,7,11}"
20969,農学研究科,地域環境科学特別講義 VIII,"{NULL,21,18,12,12}","{NULL,18,13,7,6}"
20970,農学研究科,天然物化学特論,"{NULL,61,NULL,44,NULL}","{NULL,59,NULL,29,NULL}"
20971,農学研究科,動物遺伝育種学演習2,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20972,農学研究科,動物遺伝育種学専攻実験2,"{NULL,1,NULL,NULL,NULL}","{NULL,1,NULL,NULL,NULL}"
20973,農学研究科,動物遺伝育種学特論,"{NULL,16,NULL,NULL,NULL}","{NULL,14,NULL,NULL,NULL}"
20974,農学研究科,動物生産システム論,"{NULL,7,NULL,7,NULL}","{NULL,7,NULL,7,NULL}"
20975,農学研究科,動物代謝調節学特論,"{NULL,38,NULL,18,NULL}","{NULL,32,NULL,10,NULL}"
20976,農学研究科,動物病態生理学特論,"{NULL,20,NULL,NULL,NULL}","{NULL,18,NULL,NULL,NULL}"
20977,農学研究科,突然変異育種論,"{NULL,19,NULL,20,NULL}","{NULL,16,NULL,16,NULL}"
20978,農学研究科,熱帯農業生態学特論,"{NULL,25,44,16,33}","{NULL,18,43,16,31}"
20979,農学研究科,熱帯林環境学特論3,"{NULL,9,NULL,NULL,NULL}","{NULL,5,NULL,NULL,NULL}"
20980,農学研究科,熱帯林環境学特論4,"{NULL,12,NULL,NULL,NULL}","{NULL,9,NULL,NULL,NULL}"
20981,農学研究科,農学特別講義 III,"{NULL,36,NULL,33,NULL}","{NULL,27,NULL,27,NULL}"
20982,農学研究科,農学特別講義 IV,"{NULL,39,NULL,40,NULL}","{NULL,27,NULL,37,NULL}"
20983,農学研究科,農学特別講義 VII,"{NULL,43,NULL,31,NULL}","{NULL,31,NULL,27,NULL}"
20984,農学研究科,農学特別講義 VIII,"{NULL,46,NULL,31,NULL}","{NULL,30,NULL,20,NULL}"
